"route_id","route_update_date","origin_stop","via_stop","destination_stop"
"4032_4902_2_20240401","20240401","長嶺小学校前",,"熊本駅前"
"4020_4172_2_20240501","20240501","長溝団地",,"南熊本駅前"
"4021_4531_1_20240503","20240503","桜町バスターミナル",,"桜町バスターミナル"
"4022_2301_1_20240503","20240503","桜町バスターミナル",,"済生会病院"
"4027_1362_2_20240501","20240501","桜町バスターミナル",,"三山荘"
"4008_3722_2_20240401","20240401","東本町",,"上熊本駅前"
"4012_1751_1_20240507","20240507","小峯営業所",,"小峯営業所"
"4017_4011_1_20240503","20240503","県会議事堂前",,"上熊本駅前"
"4022_2312_2_20240503","20240503","野越団地",,"桜町バスターミナル"
"4020_4112_2_20240501","20240501","烏ヶ江終点",,"変電所前"
"4012_1712_2_20240503","20240503","小峯営業所",,"桜町バスターミナル"
"4020_4142_2_20240507","20240507","桜町バスターミナル",,"長溝団地"
"4031_7652_2_20240401","20240401","国立病院（構内）",,"水道町"
"4028_7701_1_20240501","20240501","熊本駅前",,"熊本駅前"
"4010_4641_1_20240503","20240503","桜町バスターミナル",,"画図橋"
"4014_5001_1_20240503","20240503","桜町バスターミナル",,"長嶺小学校前"
"4021_4521_1_20240503","20240503","桜町バスターミナル",,"桜町バスターミナル"
"4027_1301_1_20240401","20240401","小峯営業所",,"蓮台寺"
"4027_1241_1_20240401","20240401","小峯",,"桜町バスターミナル"
"4019_4211_1_20240503","20240503","桜町バスターミナル",,"上熊本営業所"
"4006_7502_2_20240501","20240501","長嶺団地",,"西部車庫"
"4007_3681_1_20240501","20240501","熊本駅前",,"熊本駅前"
"4017_4032_2_20240507","20240507","画図橋",,"上熊本駅前"
"4018_3901_1_20240503","20240503","熊本駅前",,"小峯営業所"
"4018_3922_2_20240501","20240501","県会議事堂前",,"熊本駅前"
"4011_2601_1_20240401","20240401","小峯営業所",,"秋津小楠記念館前"
"4022_2321_1_20240501","20240501","桜町バスターミナル",,"済生会病院"
"4022_7201_1_20240401","20240401","南熊本駅前",,"野越団地"
"4007_3601_1_20240401","20240401","熊本駅前",,"熊本駅前"
"4019_4202_2_20240401","20240401","上熊本営業所",,"桜町バスターミナル"
"4027_1261_1_20240501","20240501","小峯営業所",,"熊本駅前"
"4022_2322_2_20240501","20240501","済生会病院",,"桜町バスターミナル"
"4008_3732_2_20240503","20240503","東本町",,"上熊本駅前"
"4026_3301_1_20240401","20240401","若葉小学校前",,"富尾団地"
"4005_1441_1_20240401","20240401","小峯営業所",,"桜町バスターミナル"
"4008_3702_2_20240507","20240507","東本町",,"上熊本駅前"
"4030_7761_1_20240503","20240503","植木駐車場",,"植木駐車場"
"4010_4612_2_20240503","20240503","桜町バスターミナル",,"烏ヶ江終点"
"4012_1821_1_20240503","20240503","桜町バスターミナル",,"長嶺団地"
"4012_1941_1_20240501","20240501","桜町バスターミナル",,"長嶺団地"
"4017_4002_2_20240503","20240503","県会議事堂前",,"上熊本駅前"
"4020_4101_1_20240501","20240501","変電所前",,"長溝団地"
"4002_2141_1_20240503","20240503","桜町バスターミナル",,"蓮台寺"
"4012_2001_1_20240501","20240501","長嶺団地",,"桜町バスターミナル"
"4022_2302_2_20240503","20240503","済生会病院",,"桜町バスターミナル"
"4017_4031_1_20240501","20240501","上熊本駅前",,"画図橋"
"4007_3651_1_20240401","20240401","熊本駅前",,"県立劇場前"
"4008_3701_1_20240507","20240507","上熊本駅前",,"東本町"
"4009_5111_1_20240501","20240501","城西校北",,"県立劇場前"
"4027_1212_2_20240401","20240401","蓮台寺",,"小峯"
"4005_1442_2_20240503","20240503","桜町バスターミナル",,"小峯営業所"
"4009_5121_1_20240503","20240503","桜町バスターミナル",,"水前寺駅北口"
"4012_1961_1_20240503","20240503","桜町バスターミナル",,"小峯営業所"
"4020_4111_1_20240401","20240401","変電所前",,"烏ヶ江終点"
"4010_4642_2_20240503","20240503","画図橋",,"桜町バスターミナル"
"4027_1242_2_20240501","20240501","桜町バスターミナル",,"小峯"
"4015_3531_1_20240501","20240501","東町団地",,"桜町バスターミナル"
"4013_3472_2_20240401","20240401","健軍電停前",,"長嶺団地"
"4005_1522_2_20240401","20240401","桜町バスターミナル",,"長嶺団地"
"4010_4602_2_20240401","20240401","桜町バスターミナル",,"烏ヶ江終点"
"4001_1041_1_20240507","20240507","熊本駅前",,"熊本駅前"
"4019_4212_2_20240507","20240507","上熊本営業所",,"桜町バスターミナル"
"4007_3641_1_20240401","20240401","熊本駅前",,"熊本駅前"
"4013_3411_1_20240507","20240507","長嶺団地",,"長嶺団地"
"4025_4401_1_20240501","20240501","熊本駅前",,"桜町バスターミナル"
"4007_3621_1_20240503","20240503","熊本駅前",,"県立劇場前"
"4012_1931_1_20240503","20240503","桜町バスターミナル",,"水道町"
"4027_1202_2_20240401","20240401","蓮台寺",,"三山荘"
"4016_4801_1_20240507","20240507","熊本駅前",,"長嶺団地"
"4025_4411_1_20240503","20240503","桜町バスターミナル",,"本山営業所"
"4005_1431_1_20240401","20240401","託麻南",,"桜町バスターミナル"
"4010_4661_1_20240503","20240503","本山営業所",,"画図橋"
"4020_4102_2_20240401","20240401","長溝団地",,"変電所前"
"4005_1521_1_20240507","20240507","長嶺団地",,"桜町バスターミナル"
"4007_3661_1_20240501","20240501","熊本駅前",,"熊本駅前"
"4022_2331_1_20240503","20240503","桜町バスターミナル",,"熊本中央病院"
"4027_1251_1_20240507","20240507","小峯",,"桜町バスターミナル"
"4007_3611_1_20240503","20240503","熊本駅前",,"熊本駅前"
"4012_1822_2_20240503","20240503","長嶺団地",,"桜町バスターミナル"
"4005_1421_1_20240503","20240503","長嶺団地",,"桜町バスターミナル"
"4007_3671_1_20240507","20240507","熊本駅前",,"県立劇場前"
"4012_1861_1_20240503","20240503","長嶺団地",,"長嶺団地"
"4025_4402_2_20240507","20240507","桜町バスターミナル",,"本山営業所"
"4027_1332_2_20240507","20240507","熊本駅前",,"三山荘"
"4017_4021_1_20240507","20240507","上熊本駅前",,"小峯営業所"
"4020_4141_1_20240503","20240503","長溝団地",,"桜町バスターミナル"
"4011_2562_2_20240501","20240501","桜町バスターミナル",,"秋津小楠記念館前"
"4020_4161_1_20240401","20240401","桜町バスターミナル",,"変電所前"
"4009_5122_2_20240503","20240503","水前寺駅北口",,"桜町バスターミナル"
"4018_3921_1_20240503","20240503","熊本駅前",,"県会議事堂前"
"4005_1432_2_20240503","20240503","桜町バスターミナル",,"託麻南"
"4011_2602_2_20240503","20240503","秋津小楠記念館前",,"小峯営業所"
"4015_3532_2_20240401","20240401","桜町バスターミナル",,"東町団地"
"4017_4042_2_20240507","20240507","画図橋",,"上熊本駅前"
"4030_7771_1_20240501","20240501","道の駅すいかの里",,"道の駅すいかの里"
"4013_3461_1_20240501","20240501","山の神",,"健軍電停前"
"4013_3452_2_20240507","20240507","若葉小学校前",,"長嶺団地"
"4010_4612_2_20240501","20240501","桜町バスターミナル",,"烏ヶ江終点"
"4010_4622_2_20240507","20240507","水前寺鳥居前",,"桜町バスターミナル"
"4012_1821_1_20240501","20240501","桜町バスターミナル",,"長嶺団地"
"4012_1941_1_20240503","20240503","桜町バスターミナル",,"長嶺団地"
"4012_7001_1_20240401","20240401","長嶺団地",,"小峯営業所"
"4013_3432_2_20240507","20240507","若葉小学校前",,"託麻まちづくりセンター前"
"4009_5112_2_20240401","20240401","県立劇場前",,"城西校北"
"4017_4002_2_20240501","20240501","県会議事堂前",,"上熊本駅前"
"4020_4101_1_20240503","20240503","変電所前",,"長溝団地"
"4031_7661_1_20240401","20240401","通町筋",,"国立病院（構内）"
"4002_2141_1_20240501","20240501","桜町バスターミナル",,"蓮台寺"
"4002_2611_1_20240507","20240507","桜町バスターミナル",,"アクアドーム"
"4012_2001_1_20240503","20240503","長嶺団地",,"桜町バスターミナル"
"4022_2302_2_20240501","20240501","済生会病院",,"桜町バスターミナル"
"4017_4031_1_20240503","20240503","上熊本駅前",,"画図橋"
"4022_2311_1_20240401","20240401","桜町バスターミナル",,"野越団地"
"4027_1261_1_20240503","20240503","小峯営業所",,"熊本駅前"
"4022_2322_2_20240503","20240503","済生会病院",,"桜町バスターミナル"
"4008_3732_2_20240501","20240501","東本町",,"上熊本駅前"
"4012_1711_1_20240401","20240401","桜町バスターミナル",,"小峯営業所"
"4030_7761_1_20240501","20240501","植木駐車場",,"植木駐車場"
"4010_4642_2_20240501","20240501","画図橋",,"桜町バスターミナル"
"4027_1242_2_20240503","20240503","桜町バスターミナル",,"小峯"
"4007_3622_2_20240507","20240507","県立劇場前",,"熊本駅前"
